2.6069;-17.2342;-2.0050
2.6071;-17.2335;-2.0051
2.6073;-17.2336;-2.0039
2.6066;-17.2347;-2.0028
2.6060;-17.2351;-2.0024
2.6060;-17.2354;-2.0021
2.6050;-17.2361;-2.0019
2.6040;-17.2365;-2.0019
2.6032;-17.2367;-2.0019
2.6027;-17.2372;-2.0015
2.6035;-17.2375;-2.0001
2.6025;-17.2383;-1.9998
2.6017;-17.2395;-1.9989
2.6011;-17.2403;-1.9981
2.5999;-17.2411;-1.9973
2.5984;-17.2422;-1.9967
2.5967;-17.2436;-1.9961
2.5970;-17.2442;-1.9947
2.5954;-17.2448;-1.9950
2.5914;-17.2470;-1.9951
2.5911;-17.2486;-1.9931
2.5918;-17.2490;-1.9912
2.5923;-17.2494;-1.9892
2.5922;-17.2506;-1.9875
2.5932;-17.2508;-1.9854
2.5951;-17.2501;-1.9835
2.5934;-17.2496;-1.9840
2.5900;-17.2500;-1.9851
2.5890;-17.2501;-1.9846
2.5893;-17.2503;-1.9839
2.5901;-17.2504;-1.9830
2.5909;-17.2504;-1.9823
2.5917;-17.2504;-1.9814
2.5921;-17.2500;-1.9814
2.5882;-17.2503;-1.9795
2.3394;-17.0867;-1.3410
2.0800;-16.5084;-0.9911
1.7440;-16.1525;-0.6770
1.4212;-15.5373;-0.2655
1.1599;-15.0180;0.0465
0.8593;-14.5437;0.3506
0.6479;-14.2093;0.6390
0.3471;-13.7603;0.9279
0.0292;-13.2316;1.2825
-0.2854;-12.4041;1.7419
-0.6208;-11.8013;2.1117
-1.0066;-11.0205;2.6017
-1.3599;-10.1578;3.0097
-1.6280;-9.5906;3.4233
-1.9474;-9.0298;3.6824
-2.1932;-8.4344;4.0121
-2.3812;-7.8715;4.3423
-2.4261;-7.1849;4.7693
-2.5855;-6.4707;5.2321
-2.6440;-6.0832;5.4302
-2.6691;-5.8766;5.5218
-2.6096;-5.9394;5.5026
-2.5334;-6.1496;5.4112
-2.6009;-6.6840;5.1394
-2.8491;-8.2325;4.0618
-2.2485;-9.1647;3.4293
-1.8106;-9.6363;3.1638
-1.5779;-9.9490;2.9491
-1.4097;-10.2826;2.7504
-1.2858;-10.5271;2.6266
-1.1982;-10.6934;2.5420
-1.0955;-10.8802;2.4429
-1.0011;-11.0459;2.3542
-0.8850;-11.2480;2.2283
-0.7237;-11.5330;2.0384
-0.5076;-11.9262;1.7504
-0.2178;-12.3941;1.3950
0.1517;-13.2910;0.9074
0.4154;-13.7066;0.7044
0.6087;-14.0000;0.5451
0.7914;-14.2551;0.3750
1.0557;-14.5861;0.1621
1.3147;-14.9080;-0.0192
1.5897;-15.2812;-0.2248
1.9351;-15.8416;-0.5198
2.0343;-16.0608;-0.6305
2.0381;-16.1145;-0.6687
2.0252;-16.1112;-0.7087
1.7466;-15.9161;-0.3520
1.0175;-14.7940;0.4797
0.0316;-13.0732;1.5719
-0.6765;-11.6599;2.4425
-1.2394;-10.1783;3.2444
-1.9851;-8.6005;3.8264
-2.2480;-6.9828;4.7213
-2.4462;-5.9218;5.1471
-2.8416;-4.7852;5.5573
-3.3966;-4.0137;5.7389
-3.8846;-3.3317;5.9514
-4.1700;-2.8272;6.0924
-4.4155;-2.3289;6.1617
-4.5890;-1.8062;6.2195
-4.7592;-0.9155;6.2153
-4.7423;0.0369;6.1946
-4.6963;1.0677;6.1903
-4.7107;1.5722;6.1886
-4.7084;1.6065;6.2068
-4.6912;1.4183;6.2169
