2.1306;-17.9064;-2.1112
2.1286;-17.9073;-2.1110
2.1247;-17.9104;-2.1103
2.1238;-17.9110;-2.1102
2.1209;-17.9125;-2.1101
2.1192;-17.9142;-2.1094
2.1182;-17.9141;-2.1100
2.1152;-17.9153;-2.1104
2.1157;-17.9156;-2.1097
2.1136;-17.9170;-2.1097
2.1112;-17.9179;-2.1096
2.1099;-17.9200;-2.1087
2.1091;-17.9209;-2.1083
2.1080;-17.9207;-2.1088
2.1070;-17.9213;-2.1089
2.1060;-17.9223;-2.1082
2.1051;-17.9224;-2.1083
2.1053;-17.9227;-2.1080
2.1032;-17.9244;-2.1074
2.1033;-17.9235;-2.1082
2.1014;-17.9251;-2.1077
2.1007;-17.9258;-2.1073
2.1002;-17.9257;-2.1078
2.0998;-17.9259;-2.1077
2.0994;-17.9259;-2.1080
2.0986;-17.9271;-2.1074
2.0988;-17.9267;-2.1076
2.0974;-17.9269;-2.1086
2.0971;-17.9258;-2.1108
2.0984;-17.9243;-2.1121
2.0966;-17.9242;-2.1125
2.0906;-17.9277;-2.1093
2.0878;-17.9248;-2.1073
2.0843;-17.9215;-2.1064
2.0788;-17.9238;-2.1040
2.0762;-17.9248;-2.1034
2.0746;-17.9264;-2.1014
2.0755;-17.9259;-2.0998
2.0687;-17.9277;-2.0961
2.0406;-17.9099;-2.0703
2.1898;-17.7565;-2.0441
2.3143;-17.6035;-1.9942
2.2731;-17.4588;-1.8887
2.0326;-17.1996;-1.6056
0.8738;-15.6923;-0.3865
0.3453;-14.7220;0.2733
-0.2852;-13.7354;1.1058
-0.5551;-12.7824;1.6022
-0.8873;-11.7659;2.2269
-1.1571;-10.9103;2.6874
-1.4882;-9.9925;3.1881
-2.0254;-8.8641;3.7220
-2.3462;-7.9482;4.2339
-2.5473;-6.6744;5.0534
-2.7828;-5.7072;5.5879
-3.3456;-4.4729;6.0962
-4.1556;-3.2333;6.4787
-4.7196;-1.9992;6.6769
-4.9277;-0.8542;6.7019
-4.9282;0.2650;6.6421
-4.9439;1.0836;6.5816
-4.9857;1.9152;6.5760
-5.0369;2.5414;6.6965
-5.1140;3.4066;7.1205
-5.2130;4.9766;7.7047
-5.2723;6.8239;8.0294
-5.6725;9.0199;8.1722
-5.8689;11.5522;7.4665
-5.9557;13.8192;6.5049
-5.8288;15.6228;5.8600
-5.7900;16.7284;5.3930
-5.7264;17.7431;5.2160
-5.6353;20.5722;4.9260
-5.8195;22.5587;3.5770
-6.0242;23.3200;2.8220
-6.2219;24.0026;1.6630
-6.5020;24.7222;0.0858
-6.8108;25.1652;-1.5281
-7.0970;25.4216;-2.8016
-7.2259;25.4354;-4.1707
-7.5007;25.3136;-5.9990
-7.6258;24.9791;-7.2657
-8.3799;23.7565;-8.5159
-8.6239;22.5935;-10.0101
-8.4291;21.3594;-11.7756
-8.2289;20.4267;-13.2268
-8.2105;19.3080;-15.0224
-8.0505;18.0489;-17.6693
-7.5666;17.3233;-19.7400
-7.4283;16.4941;-21.8177
-6.1477;14.8395;-24.5087
-4.5592;13.8183;-26.5560
-3.5024;13.0996;-28.0822
-3.1187;12.5635;-28.7820
-3.0540;11.9311;-28.3409
-3.5735;11.7908;-27.3385
-4.5501;11.9136;-25.8898
-6.0277;12.2891;-24.2615
-7.9073;12.6298;-22.2189
-9.1893;12.5804;-20.8528
-10.1736;12.3269;-19.7566
-11.1467;11.9572;-18.9664
-12.3039;11.7476;-18.3508
-12.8704;12.0000;-18.2209
-12.8704;12.0000;-18.2209
