2.3309;-17.2589;-2.4238
2.3303;-17.2590;-2.4233
2.3275;-17.2608;-2.4206
2.3262;-17.2609;-2.4201
2.3254;-17.2614;-2.4191
2.3242;-17.2618;-2.4189
2.3234;-17.2619;-2.4181
2.3218;-17.2643;-2.4169
2.3224;-17.2656;-2.4155
2.3252;-17.2650;-2.4149
2.3227;-17.2665;-2.4158
2.3180;-17.2713;-2.4150
2.3114;-17.2803;-2.4112
2.1710;-17.3153;-2.3525
1.2157;-16.8243;-2.2897
0.6393;-16.1690;-1.7680
0.0798;-15.0509;-0.7611
-0.3165;-14.2680;-0.1903
-0.9445;-12.7264;1.1168
-1.9200;-9.3856;3.3862
-3.5238;-5.4042;5.0678
-5.7078;-1.9641;5.0245
-6.0520;2.8301;5.8777
-6.3993;8.4889;7.3432
-6.3528;13.2155;6.5116
-5.9912;17.9436;5.1905
-5.5434;22.3265;4.5130
-6.2489;24.5080;0.7690
-6.5786;25.4701;-3.6441
-8.8561;25.5724;-7.6379
-15.8149;24.4898;-12.6452
-21.9941;22.6949;-16.6087
-29.3997;19.9050;-20.5553
-35.3961;17.7897;-22.3624
-42.2691;16.2163;-22.2663
-50.8567;15.8698;-21.3395
-57.7773;18.8237;-20.7137
-59.3093;22.4823;-18.2694
-56.5113;25.9337;-16.1900
-52.5510;27.3440;-14.3448
-47.4357;28.2259;-13.2677
-42.8307;27.8846;-12.5020
-39.2674;27.1374;-12.5748
-37.0716;26.3423;-12.7507
-36.9561;26.1749;-12.4492
-37.7037;26.4988;-11.6137
-38.9862;27.1033;-10.6726
-40.3291;27.7525;-9.7663
-41.4521;28.4842;-8.9043
-42.5574;29.7730;-7.5165
-42.5574;29.7730;-7.5165
